car_name,car_versions,car_price_in_rupees,fuel_type,city,year_of_manufacture,car_age
Maruti Suzuki ,Ciaz Alpha Hybrid 1.5 AT [2018-2020],10.63 Lakh,Petrol,Pune,2020,3
Tata ,Safari XZA Plus,23.49 Lakh,Diesel,Bangalore,2021,2
Mercedes-Benz, E-Class E250 CDI Avantgarde,17.9 Lakh,Diesel,Mumbai,2014,9
Ford, Figo Titanium 1.5 Ti-VCT AT,6.5 Lakh,Petrol,Hyderabad,2019,4
Maruti Suzuki, SX4 ZXI MT BS-IV,2.45 Lakh,Petrol,Thane,2010,13
Maruti Suzuki ,Alto K10 VXi [2014-2019],3.36 Lakh,Petrol,Delhi,2018,5
Hyundai ,Elite i20 Magna Executive 1.2,5.19 Lakh,Petrol,Kolkata,2017,6
Jaguar, XE Prestige,24 Lakh,Petrol,Kolkata,2017,6
Hyundai, Eon D-Lite +,3.29 Lakh,Petrol,Bangalore,2014,9
Mercedes-Benz, C-Class C 300d AMG line,49 Lakh,Diesel,Pune,2020,3
Hyundai ,Elite i20 Asta 1.2 (O) [2019-2020],7.75 Lakh,Petrol,Chennai,2019,4
Hyundai ,Creta SX Plus 1.6  Petrol,7.9 Lakh,Petrol,Thane,2015,8
Hyundai ,Venue SX Plus 1.0 Turbo DCT,11.45 Lakh,Petrol,Bangalore,2019,4
Tata, Nexon EV Prime XZ Plus Dark Edition,15.25 Lakh,Electric,Mumbai,2022,1
Honda, Amaze 1.2 VX i-VTEC,6.5 Lakh,Petrol,Chennai,2016,7
Hyundai ,Elite i20 Sportz 1.2 (O),5.25 Lakh,Petrol,Mumbai,2015,8
Honda, WR-V VX MT Petrol,6.95 Lakh,Petrol,Mumbai,2017,6
Honda, City VX CVT,7.35 Lakh,Petrol,Mumbai,2015,8
Toyota, Urban Cruiser Premium Grade MT,9.85 Lakh,Petrol,Thane,2021,2
Hyundai ,Venue SX (O) 1.0 Turbo iMT,9.64 Lakh,Petrol,Kolkata,2021,2
Hyundai ,i10 Magna 1.2 Kappa2,2.86 Lakh,Petrol,Pune,2011,12
Hyundai ,i10 Magna 1.2 Kappa2,3.25 Lakh,Petrol,Thane,2013,10
Datsun, GO T,2.65 Lakh,Petrol,Mumbai,2014,9
Hyundai ,Creta S 1.5 Petrol [2020-2022],13.2 Lakh,Petrol,Thane,2021,2
Hyundai ,Creta 1.6 SX (O),9.7 Lakh,Diesel,Hyderabad,2015,8
Hyundai ,Eon D-Lite,2.5 Lakh,Petrol,Poonamallee,2014,9
Hyundai ,Creta 1.4 S,11.75 Lakh,Diesel,Ahmedabad,2019,4
Honda, Amaze 1.2 V CVT Petrol [2018-2020],7.75 Lakh,Petrol,Ahmedabad,2020,3
Mahindra, Alturas G4 4WD AT,22.5 Lakh,Diesel,Kolkata,2020,3
Hyundai ,Elite i20 Asta 1.2,5.21 Lakh,Petrol,Mumbai,2015,8
Kia, Seltos HTX 1.5 Dual Tone [2019-2020],16.67 Lakh,Petrol,Pune,2021,2
Maruti Suzuki, Swift LXi Special Edition,7 Lakh,Petrol,Chennai,2019,4
Hyundai ,Creta 1.6 SX Plus AT Petrol,12.25 Lakh,Petrol,Thane,2018,5
Volkswagen, Vento Highline Diesel AT [2015-2016],8.14 Lakh,Diesel,Pune,2017,6
Mahindra ,Thar LX Hard Top Diesel MT,16.25 Lakh,Diesel,Hyderabad,2020,3
Honda ,WR-V S MT Petrol,6.25 Lakh,Petrol,Ahmedabad,2017,6
Tata ,Altroz XT Petrol,7.37 Lakh,Petrol,Chennai,2021,2
Hyundai ,Santro Sportz AMT,6.06 Lakh,Petrol,Pune,2020,3
Skoda ,Laura Elegance 2.0 TDI CR AT,5.95 Lakh,Diesel,Thane,2013,10
Hyundai ,Creta SX 1.6 AT Petrol,12.9 Lakh,Petrol,Ahmedabad,2019,4
Maruti Suzuki, Ciaz Delta 1.4 AT,7.4 Lakh,Petrol,Mumbai,2017,6
Nissan, Micra Active XL,3.25 Lakh,Petrol,Ahmedabad,2017,6
Hyundai, Grand i10 Magna 1.2 Kappa VTVT [2017-2020],5.09 Lakh,Petrol,Bangalore,2017,6
Hyundai ,i20 Asta 1.0 Turbo IMT,9.95 Lakh,Petrol,Thane,2021,2
Skoda ,Octavia 2.0 TDI CR Style Plus AT [2017],15.21 Lakh,Diesel,Pune,2017,6
Maruti Suzuki ,Swift ZXi,6.95 Lakh,Petrol,Thane,2021,2
Toyota ,Corolla Altis VL AT Petrol,12 Lakh,Petrol,Ahmedabad,2018,5
BMW ,X1 sDrive20d xLine,32.75 Lakh,Diesel,Bangalore,2018,5
Ford ,Endeavour Titanium Plus 3.2 4x4 AT,31.25 Lakh,Diesel,Faridabad,2019,4
Land Rover ,Range Rover Evoque SE R-Dynamic,59.99 Lakh,Diesel,Kolkata,2021,2
Ford ,Endeavour Titanium 3.2 4x4 AT,27 Lakh,Diesel,Ahmedabad,2018,5
Skoda, Rapid Style 1.5 TDI AT,8.25 Lakh,Diesel,Hyderabad,2017,6
Maruti Suzuki ,Baleno Delta 1.2,6.07 Lakh,Petrol,Delhi,2019,4
Maruti Suzuki ,Celerio VXi,3.85 Lakh,Petrol,Noida,2015,8
Honda ,City V Diesel,6.5 Lakh,Diesel,Hyderabad,2015,8
Maruti Suzuki ,Swift VXi,3.75 Lakh,Petrol,Thane,2013,10
Ford ,Classic 1.4 TDCi CLXi,3.3 Lakh,Diesel,Hyderabad,2013,10
Land Rover, Freelander 2 HSE SD4,9.5 Lakh,Diesel,Kolkata,2012,11
Ford ,Endeavour Titanium 2.2 4x2 AT,29.95 Lakh,Diesel,Mumbai,2018,5
Hyundai, Santa Fe 2WD MT [2014-2017],10.25 Lakh,Diesel,Thane,2015,8
Toyota ,Etios Liva GD,5.4 Lakh,Diesel,Bangalore,2013,10
Volkswagen, Polo Comfortline 1.2L (P),5.2 Lakh,Petrol,Hyderabad,2015,8
Honda, WR-V VX MT Diesel,8.53 Lakh,Diesel,Chennai,2018,5
Renault, Kwid CLIMBER 1.0 AMT,4.85 Lakh,Petrol,Mumbai,2019,4
Audi ,A6 2.0 TFSi Technology Pack,72 Lakh,Petrol,Bangalore,2021,2
Maruti Suzuki, S-Presso VXi Plus,4.76 Lakh,Petrol,Delhi,2021,2
Mahindra ,XUV500 W11 AT,20.49 Lakh,Diesel,Bangalore,2020,3
Toyota, Innova Crysta 2.8 ZX AT 7 STR [2016-2020],22.25 Lakh,Diesel,Mumbai,2018,5
Maruti Suzuki ,Dzire ZXi Plus,7.45 Lakh,Petrol,Pune,2019,4
Maruti Suzuki ,Ertiga ZXi,6.45 Lakh,Petrol,Hyderabad,2013,10
Mahindra ,Thar LX 4-STR Hard Top Petrol AT,17.95 Lakh,Petrol,Bangalore,2021,2
Toyota, Corolla Altis VL AT Petrol,10.02 Lakh,Petrol,Delhi,2016,7
Honda ,City SV,5.56 Lakh,Petrol,Delhi,2015,8
Honda ,Jazz S MT [2015-2016],6.75 Lakh,Petrol,Hyderabad,2018,5
Audi ,Q5 30 TDI Premium Edition,17.5 Lakh,Diesel,Ahmedabad,2015,8
Maruti Suzuki ,Ciaz Delta 1.4 AT,7.49 Lakh,Petrol,Bangalore,2017,6
Maruti Suzuki ,S-Cross Zeta 1.3,7.75 Lakh,Diesel,Mumbai,2017,6
Volkswagen, Vento Highline Diesel AT,6.25 Lakh,Diesel,Hyderabad,2014,9
Maruti Suzuki, Dzire VXi AMT,7.29 Lakh,Petrol,Bangalore,2018,5
Hyundai ,Verna EX 1.6 CRDi [2017-2018],8.79 Lakh,Diesel,Pune,2017,6
Toyota ,Innova Crysta 2.8 GX AT 7 STR [2016-2020],13.69 Lakh,Diesel,Gurgaon,2017,6
Maruti Suzuki ,Baleno Zeta,6.21 Lakh,Petrol,Kolkata,2018,5
Ford ,EcoSport Titanium 1.5L Ti-VCT,8.59 Lakh,Petrol,Pune,2018,5
Hyundai, Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],4.3 Lakh,Petrol,Delhi,2015,8
Honda ,City 1.5 V MT,3.25 Lakh,Petrol,Noida,2010,13
Skoda ,Superb Style TSI AT,16.99 Lakh,Petrol,Thane,2017,6
Hyundai ,Elantra 1.6 SX MT,5.65 Lakh,Diesel,Mumbai,2013,10
Maruti Suzuki, Alto LXi BS-III,2.85 Lakh,Petrol,Hyderabad,2011,12
Hyundai ,i10 1.1L iRDE Magna Special Edition,3.25 Lakh,Petrol,Ahmedabad,2014,9
Hyundai ,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],5.24 Lakh,Petrol,Pune,2016,7
Ford, EcoSport Trend 1.5L TDCi,3.5 Lakh,Diesel,Gurgaon,2015,8
Volkswagen, Vento Highline Petrol,8.5 Lakh,Petrol,Ahmedabad,2019,4
Maruti Suzuki ,S-Presso VXi Plus,4.6 Lakh,Petrol,Kolkata,2020,3
Mahindra ,Marazzo M2 8 STR,15 Lakh,Diesel,Poonamallee,2022,1
Honda ,Jazz ZX,8.08 Lakh,Petrol,Kolkata,2021,2
Honda ,City VX CVT,6.75 Lakh,Petrol,Thane,2015,8
Hyundai ,Elite i20 Asta 1.2,7.89 Lakh,Petrol,Bangalore,2018,5
Maruti Suzuki ,Ciaz Alpha 1.4 MT,8.25 Lakh,Petrol,Bangalore,2017,6
Honda ,City VX CVT,7.25 Lakh,Petrol,Mumbai,2015,8
Kia, Seltos HTK Plus AT 1.5 Diesel [2020-2021],15.45 Lakh,Diesel,Mumbai,2020,3
Maruti Suzuki ,Baleno Delta,5.8 Lakh,Petrol,Pallikarnai,2019,4
Hyundai ,Xcent S 1.2 (O),4.25 Lakh,Petrol,Kolkata,2015,8
Maruti Suzuki, Alto K10 VXi,1.81 Lakh,Petrol,Delhi,2012,11
Mahindra, Thar LX Convertible Diesel MT,18 Lakh,Diesel,Hyderabad,2022,1
Toyota, Innova Crysta 2.8 ZX AT 7 STR [2016-2020],24.5 Lakh,Diesel,Mumbai,2019,4
Maruti Suzuki ,Ciaz Zeta 1.4 MT,10.87 Lakh,Petrol,Pune,2019,4
Maruti Suzuki ,Alto K10 VXi,3.73 Lakh,Petrol,Delhi,2019,4
Skoda, Kodiaq Style 2.0 TDI 4x4 AT,28.75 Lakh,Diesel,Hyderabad,2018,5
MG, Hector Sharp 1.5 DCT Petrol [2019-2020],15.99 Lakh,Petrol,Bangalore,2020,3
Nissan ,Terrano XL (D),5.7 Lakh,Diesel,Ahmedabad,2014,9
Maruti Suzuki, Baleno Delta 1.2,5.85 Lakh,Petrol,Delhi,2018,5
Renault, Kwid Neotech RXL,4.35 Lakh,Petrol,Mumbai,2020,3
Hyundai ,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],5.81 Lakh,Petrol,Chennai,2018,5
Maruti Suzuki ,Alto 800 Lxi,2.05 Lakh,Petrol,Kolkata,2014,9
Kia ,Sonet HTX Plus 1.0 iMT [2020-2021],10.06 Lakh,Petrol,Pune,2020,3
Maruti Suzuki, Celerio VXi,3.57 Lakh,Petrol,Kolkata,2015,8
Mahindra, Scorpio 2021 S7 140 2WD 7 STR,12.85 Lakh,Diesel,Delhi,2020,3
Hyundai ,Elite i20 Sportz 1.2 [2016-2017],8.3 Lakh,Petrol,Hyderabad,2020,3
Mercedes-Benz, CLA 200 CDI Sport,26.75 Lakh,Diesel,Kolkata,2018,5
Honda ,City SV Diesel,7.9 Lakh,Diesel,Ahmedabad,2018,5
Skoda ,Rapid 1.6 MPI Ambition Plus AT,6.95 Lakh,Petrol,Mumbai,2017,6
Maruti Suzuki ,Wagon R 1.0 LXI CNG (O),6.4 Lakh,CNG,Mumbai,2021,2
Toyota ,Fortuner 3.0 MT,10.75 Lakh,Diesel,Mumbai,2011,12
Maruti Suzuki ,Alto 800 Vxi,3.41 Lakh,Petrol,Chennai,2018,5
MG ,Hector Sharp Hybrid 1.5 Petrol [2019-2020],14.5 Lakh,Hybrid,Delhi,2020,3
BMW ,5 Series 520d M Sport,32.95 Lakh,Diesel,Thane,2017,6
